epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.4334203600883484,0.0010000000474974513,7.29240083694458,0.6362369060516357,6.2422194480896
1,0.564664900302887,0.0010000000474974513,6.241403579711914,0.6362369060516357,6.239840507507324
2,0.6106179356575012,0.0010000000474974513,6.239569664001465,0.6362369060516357,6.239407539367676
3,0.6363794803619385,0.0010000000474974513,6.239337921142578,0.6362369060516357,6.239299297332764
4,0.6363794803619385,0.0010000000474974513,6.239267826080322,0.6362369060516357,6.2392258644104
